1.894820000000000000e+05,1.274100000000000000e+04,9.860000000000000000e+03,1.885000000000000000e+04,5.179300000000000000e+04,6.956000000000000000e+03,9.136000000000000000e+03,1.504200000000000000e+04,1.126000000000000000e+04,1.223600000000000000e+04,4.421100000000000000e+04,1.223400000000000000e+04,3.217200000000000000e+04,1.379400000000000000e+04,9.676000000000000000e+03,1.278500000000000000e+04,3.406000000000000000e+04,1.742500000000000000e+04,1.494500000000000000e+04,1.029000000000000000e+04,1.773000000000000000e+04,1.431600000000000000e+04,1.799800000000000000e+04,2.394600000000000000e+04,3.363500000000000000e+04,7.013400000000000000e+04,1.478800000000000000e+04,2.125700000000000000e+04,2.151000000000000000e+04,3.879000000000000000e+04,4.472900000000000000e+04,3.143000000000000000e+04,6.550000000000000000e+03,4.084000000000000000e+03,1.843800000000000000e+04,8.370800000000000000e+04,5.087000000000000000e+03,6.292000000000000000e+03,2.978000000000000000e+03,5.444600000000000000e+04,5.216000000000000000e+03,7.941000000000000000e+03,6.680000000000000000e+03,1.208000000000000000e+03,3.360000000000000000e+02,3.983900000000000000e+04,4.599000000000000000e+03,7.035000000000000000e+03,6.257000000000000000e+03,9.474000000000000000e+03,1.940000000000000000e+02,1.990800000000000000e+04,1.815900000000000000e+04,1.787000000000000000e+03,4.950000000000000000e+02,4.180000000000000000e+03,7.601000000000000000e+03,6.000000000000000000e+00,1.817400000000000000e+04,1.438000000000000000e+03,4.495200000000000000e+04,1.526300000000000000e+04,6.638000000000000000e+03,2.217800000000000000e+04,3.751000000000000000e+03,4.322000000000000000e+03,9.792000000000000000e+03,3.488000000000000000e+03,8.300000000000000000e+01,2.008000000000000000e+03
1.274100000000000000e+04,3.307200000000000000e+04,0.000000000000000000e+00,9.980000000000000000e+02,3.298000000000000000e+03,7.300000000000000000e+02,9.330000000000000000e+02,5.526000000000000000e+03,1.587000000000000000e+04,1.418800000000000000e+04,5.779000000000000000e+03,3.835000000000000000e+03,7.860000000000000000e+02,4.492000000000000000e+03,1.800000000000000000e+01,2.063600000000000000e+04,4.387000000000000000e+03,4.790000000000000000e+02,7.970000000000000000e+02,6.170000000000000000e+02,1.275000000000000000e+03,3.939000000000000000e+03,2.738000000000000000e+03,1.290000000000000000e+02,2.757000000000000000e+03,1.185300000000000000e+04,4.800000000000000000e+01,1.230000000000000000e+02,1.590000000000000000e+02,1.139600000000000000e+04,2.372200000000000000e+04,1.345400000000000000e+04,1.400000000000000000e+01,3.200000000000000000e+01,7.015000000000000000e+03,6.038000000000000000e+03,2.889000000000000000e+03,0.000000000000000000e+00,3.880000000000000000e+02,2.156000000000000000e+03,6.520000000000000000e+02,1.377000000000000000e+03,2.190000000000000000e+02,4.420000000000000000e+02,0.000000000000000000e+00,5.028000000000000000e+03,1.870000000000000000e+02,1.690000000000000000e+02,4.960000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,2.564000000000000000e+03,1.870000000000000000e+02,3.210000000000000000e+02,1.100000000000000000e+01,5.060000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.460000000000000000e+02,8.100000000000000000e+01,5.974000000000000000e+03,6.000000000000000000e+01,6.200000000000000000e+01,1.640000000000000000e+02,3.800000000000000000e+02,1.644000000000000000e+03,1.250000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,4.330000000000000000e+02
9.860000000000000000e+03,0.000000000000000000e+00,2.741100000000000000e+04,7.621000000000000000e+03,2.396100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,3.185000000000000000e+03,0.000000000000000000e+00,1.275000000000000000e+03,1.000000000000000000e+01,9.300000000000000000e+02,1.000000000000000000e+00,9.600000000000000000e+01,1.587000000000000000e+03,4.769000000000000000e+03,9.000000000000000000e+01,3.322000000000000000e+03,0.000000000000000000e+00,4.500000000000000000e+01,6.112000000000000000e+03,2.200000000000000000e+02,5.930000000000000000e+03,3.117000000000000000e+03,1.085500000000000000e+04,2.061000000000000000e+04,9.600000000000000000e+01,2.500000000000000000e+01,0.000000000000000000e+00,1.830000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.653600000000000000e+04,0.000000000000000000e+00,1.205000000000000000e+04,1.690000000000000000e+02,1.769800000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+02,0.000000000000000000e+00,2.730000000000000000e+02,0.000000000000000000e+00,7.670000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+02,4.220000000000000000e+02,8.800000000000000000e+01,1.112000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,1.078000000000000000e+03,1.300000000000000000e+01,7.800000000000000000e+01,3.021000000000000000e+03,1.168000000000000000e+03,1.581800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.885000000000000000e+04,9.980000000000000000e+02,7.621000000000000000e+03,5.604100000000000000e+04,1.690100000000000000e+04,0.000000000000000000e+00,4.790000000000000000e+02,9.800000000000000000e+01,2.300000000000000000e+01,7.740000000000000000e+02,1.524000000000000000e+03,2.000000000000000000e+00,1.560000000000000000e+02,3.500000000000000000e+01,6.300000000000000000e+01,9.530000000000000000e+02,1.295000000000000000e+03,2.427000000000000000e+03,1.455300000000000000e+04,2.000000000000000000e+00,8.820000000000000000e+02,2.000000000000000000e+00,1.491000000000000000e+03,1.056000000000000000e+04,2.021700000000000000e+04,9.830000000000000000e+03,9.200000000000000000e+01,7.907000000000000000e+03,2.400700000000000000e+04,2.650000000000000000e+02,1.582000000000000000e+03,2.445000000000000000e+03,4.000000000000000000e+00,4.000000000000000000e+00,1.120000000000000000e+02,1.438900000000000000e+04,1.700000000000000000e+01,7.372000000000000000e+03,7.980000000000000000e+02,1.634400000000000000e+04,2.000000000000000000e+00,5.440000000000000000e+02,6.400000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.510000000000000000e+02,0.000000000000000000e+00,3.600000000000000000e+01,1.000000000000000000e+00,7.900000000000000000e+01,0.000000000000000000e+00,5.820000000000000000e+02,4.271000000000000000e+03,4.600000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.545000000000000000e+03,3.550000000000000000e+02,8.530000000000000000e+02,1.750000000000000000e+02,3.100000000000000000e+01,1.159900000000000000e+04,3.400000000000000000e+01,2.000000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+01
5.179300000000000000e+04,3.298000000000000000e+03,2.396100000000000000e+04,1.690100000000000000e+04,8.192400000000000000e+04,1.804000000000000000e+03,1.624000000000000000e+03,2.460000000000000000e+02,3.947000000000000000e+03,4.500000000000000000e+01,2.184600000000000000e+04,7.000000000000000000e+00,4.622000000000000000e+03,1.890000000000000000e+02,1.515000000000000000e+03,2.860000000000000000e+02,7.946000000000000000e+03,1.192600000000000000e+04,5.186000000000000000e+03,6.030000000000000000e+02,5.739000000000000000e+03,2.000000000000000000e+01,1.213000000000000000e+03,3.467900000000000000e+04,7.801000000000000000e+03,2.890800000000000000e+04,8.437000000000000000e+03,1.527800000000000000e+04,2.781100000000000000e+04,1.138700000000000000e+04,1.161900000000000000e+04,1.135600000000000000e+04,8.130000000000000000e+02,1.200000000000000000e+01,1.134100000000000000e+04,6.728700000000000000e+04,3.128000000000000000e+03,1.434200000000000000e+04,2.144000000000000000e+03,6.696300000000000000e+04,1.876000000000000000e+03,3.480000000000000000e+03,1.012000000000000000e+03,1.208000000000000000e+03,8.100000000000000000e+01,2.102600000000000000e+04,4.600000000000000000e+01,1.402000000000000000e+03,3.440000000000000000e+02,2.286000000000000000e+03,4.300000000000000000e+01,1.018900000000000000e+04,2.140600000000000000e+04,1.694000000000000000e+03,2.600000000000000000e+02,2.969000000000000000e+03,1.900000000000000000e+01,5.000000000000000000e+00,2.612400000000000000e+04,1.126000000000000000e+03,2.607300000000000000e+04,8.040000000000000000e+03,2.409000000000000000e+03,2.823100000000000000e+04,3.065000000000000000e+03,3.386000000000000000e+03,8.765000000000000000e+03,3.100000000000000000e+01,1.400000000000000000e+01,1.797000000000000000e+03
6.956000000000000000e+03,7.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.804000000000000000e+03,1.364500000000000000e+04,2.800000000000000000e+01,1.700000000000000000e+02,8.420000000000000000e+02,9.500000000000000000e+01,6.752000000000000000e+03,4.300000000000000000e+03,1.100000000000000000e+02,2.652000000000000000e+03,1.000000000000000000e+00,5.680000000000000000e+02,5.840000000000000000e+02,1.000000000000000000e+00,1.500000000000000000e+01,7.500000000000000000e+01,1.170000000000000000e+02,7.015000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,8.244000000000000000e+03,4.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.071000000000000000e+03,1.085000000000000000e+03,2.890000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,9.130000000000000000e+02,4.866000000000000000e+03,2.820000000000000000e+02,0.000000000000000000e+00,1.200000000000000000e+01,1.213000000000000000e+03,3.401000000000000000e+03,5.300000000000000000e+01,6.810000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,5.404000000000000000e+03,1.242000000000000000e+03,2.500000000000000000e+01,8.680000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.600000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,4.000000000000000000e+00,1.900000000000000000e+01,2.852000000000000000e+03,0.000000000000000000e+00,9.000000000000000000e+00,3.000000000000000000e+00,4.238000000000000000e+03,4.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.150000000000000000e+02,4.800000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.900000000000000000e+01
9.136000000000000000e+03,9.330000000000000000e+02,1.000000000000000000e+00,4.790000000000000000e+02,1.624000000000000000e+03,2.800000000000000000e+01,1.580700000000000000e+04,1.624000000000000000e+03,5.770000000000000000e+02,1.153000000000000000e+03,1.729000000000000000e+03,3.000000000000000000e+00,5.900000000000000000e+01,8.050000000000000000e+02,8.100000000000000000e+01,2.390000000000000000e+02,8.519000000000000000e+03,1.715000000000000000e+03,9.400000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,2.396000000000000000e+03,6.640000000000000000e+02,3.450000000000000000e+03,4.941000000000000000e+03,6.500000000000000000e+01,6.500000000000000000e+01,5.030000000000000000e+02,4.012000000000000000e+03,2.851000000000000000e+03,2.737000000000000000e+03,5.000000000000000000e+01,1.656000000000000000e+03,1.653000000000000000e+03,4.463000000000000000e+03,2.200000000000000000e+02,0.000000000000000000e+00,1.360000000000000000e+03,1.753000000000000000e+03,1.910000000000000000e+02,5.677000000000000000e+03,1.130000000000000000e+02,6.000000000000000000e+01,0.000000000000000000e+00,1.538000000000000000e+03,3.000000000000000000e+00,7.040000000000000000e+02,1.100000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,3.504000000000000000e+03,1.615000000000000000e+03,4.260000000000000000e+02,2.000000000000000000e+00,1.136000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.418000000000000000e+03,1.129000000000000000e+03,3.784000000000000000e+03,2.980000000000000000e+02,4.520000000000000000e+02,1.128000000000000000e+03,6.420000000000000000e+02,2.990000000000000000e+02,6.680000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.550000000000000000e+02
1.504200000000000000e+04,5.526000000000000000e+03,7.000000000000000000e+00,9.800000000000000000e+01,2.460000000000000000e+02,1.700000000000000000e+02,1.624000000000000000e+03,4.663000000000000000e+04,3.314000000000000000e+03,2.279400000000000000e+04,5.619000000000000000e+03,1.277000000000000000e+04,5.803000000000000000e+03,1.740300000000000000e+04,6.000000000000000000e+00,1.344500000000000000e+04,8.719000000000000000e+03,1.900000000000000000e+01,2.960000000000000000e+02,3.538000000000000000e+03,4.981000000000000000e+03,6.823000000000000000e+03,1.030000000000000000e+02,9.400000000000000000e+01,2.170000000000000000e+02,4.695000000000000000e+03,2.300000000000000000e+01,4.020000000000000000e+02,3.980000000000000000e+02,5.196000000000000000e+03,1.529000000000000000e+04,7.720000000000000000e+02,5.000000000000000000e+00,6.730000000000000000e+02,3.550000000000000000e+02,4.726000000000000000e+03,4.170000000000000000e+02,4.000000000000000000e+00,7.700000000000000000e+01,4.520000000000000000e+02,2.220000000000000000e+02,1.850000000000000000e+02,9.280000000000000000e+02,4.300000000000000000e+01,1.800000000000000000e+01,4.337000000000000000e+03,4.720000000000000000e+02,1.480000000000000000e+02,1.274000000000000000e+03,5.600000000000000000e+01,5.000000000000000000e+00,7.170000000000000000e+02,9.600000000000000000e+01,1.400000000000000000e+01,4.000000000000000000e+00,1.400000000000000000e+01,8.320000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+02,3.300000000000000000e+01,4.210000000000000000e+03,2.500000000000000000e+01,7.300000000000000000e+01,7.900000000000000000e+01,1.060000000000000000e+02,3.470000000000000000e+02,1.200000000000000000e+02,6.300000000000000000e+01,1.600000000000000000e+01,9.000000000000000000e+00
1.126000000000000000e+04,1.587000000000000000e+04,0.000000000000000000e+00,2.300000000000000000e+01,3.947000000000000000e+03,8.420000000000000000e+02,5.770000000000000000e+02,3.314000000000000000e+03,4.307200000000000000e+04,8.107000000000000000e+03,6.494000000000000000e+03,6.248000000000000000e+03,4.760000000000000000e+02,2.878000000000000000e+03,1.500000000000000000e+01,1.059500000000000000e+04,2.349000000000000000e+03,7.000000000000000000e+00,3.300000000000000000e+02,3.470000000000000000e+02,8.070000000000000000e+02,4.339000000000000000e+03,7.387000000000000000e+03,7.000000000000000000e+01,3.754000000000000000e+03,1.569800000000000000e+04,4.000000000000000000e+01,6.600000000000000000e+01,7.200000000000000000e+01,2.289900000000000000e+04,1.189200000000000000e+04,1.691800000000000000e+04,9.000000000000000000e+00,1.300000000000000000e+01,7.295000000000000000e+03,7.142000000000000000e+03,3.706000000000000000e+03,0.000000000000000000e+00,1.870000000000000000e+02,2.546000000000000000e+03,9.060000000000000000e+02,9.190000000000000000e+02,5.330000000000000000e+02,8.640000000000000000e+02,0.000000000000000000e+00,6.853000000000000000e+03,4.710000000000000000e+02,1.760000000000000000e+02,9.200000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00,2.034000000000000000e+03,1.330000000000000000e+02,2.060000000000000000e+02,1.200000000000000000e+01,4.110000000000000000e+02,3.880000000000000000e+02,1.000000000000000000e+00,1.600000000000000000e+02,4.600000000000000000e+01,7.068000000000000000e+03,4.900000000000000000e+01,5.800000000000000000e+01,9.900000000000000000e+01,3.920000000000000000e+02,1.977000000000000000e+03,1.319000000000000000e+03,5.000000000000000000e+00,0.000000000000000000e+00,8.250000000000000000e+02
1.223600000000000000e+04,1.418800000000000000e+04,3.000000000000000000e+00,7.740000000000000000e+02,4.500000000000000000e+01,9.500000000000000000e+01,1.153000000000000000e+03,2.279400000000000000e+04,8.107000000000000000e+03,4.520300000000000000e+04,2.769000000000000000e+03,7.643000000000000000e+03,5.816000000000000000e+03,8.464000000000000000e+03,1.000000000000000000e+00,2.882700000000000000e+04,3.924000000000000000e+03,1.540000000000000000e+02,4.030000000000000000e+02,3.973000000000000000e+03,3.611000000000000000e+03,3.746000000000000000e+03,2.315000000000000000e+03,2.300000000000000000e+01,2.329000000000000000e+03,2.863000000000000000e+03,3.000000000000000000e+00,6.120000000000000000e+02,9.800000000000000000e+01,4.658000000000000000e+03,2.089100000000000000e+04,6.698000000000000000e+03,6.300000000000000000e+01,2.489000000000000000e+03,3.450000000000000000e+02,1.483000000000000000e+03,1.900000000000000000e+02,3.000000000000000000e+00,3.200000000000000000e+01,2.460000000000000000e+02,6.000000000000000000e+00,4.000000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.276000000000000000e+03,8.000000000000000000e+01,3.900000000000000000e+01,1.560000000000000000e+02,3.800000000000000000e+01,0.000000000000000000e+00,1.940000000000000000e+02,1.900000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,2.000000000000000000e+01,1.422000000000000000e+03,3.000000000000000000e+00,3.800000000000000000e+01,3.000000000000000000e+01,4.200000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+01,3.800000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00
